交易日期,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,隐含波动率(%)
2020-11-25,zn2104                        ,7,7,7,1.4305,0.0,0.200344,20.0344
2020-11-25,zn2103                        ,12,28,9,1.1395,0.0,0.205932,20.5932
2020-11-25,zn2102                        ,1672,1387,78,188.7865,0.0,0.203276,20.3276
2020-11-26,zn2101                        ,8694,7893,800,1046.09,0.0,0.206006,20.6006
2020-11-26,zn2102                        ,1054,1505,118,138.867,0.0,0.204279,20.4279
2020-11-26,zn2103                        ,0,28,0,0.0,0.0,0.204279,20.4279
2020-11-26,zn2104                        ,0,7,0,0.0,0.0,0.204279,20.4279
2020-11-27,zn2101                        ,14350,9886,1993,2059.991,0.0,0.213018,21.3018
2020-11-27,zn2102                        ,2512,1821,316,454.682,0.0,0.202038,20.2038
2020-11-27,zn2104                        ,0,7,0,0.0,0.0,0.210755,21.0755
2020-11-27,zn2103                        ,6,32,4,1.7815,0.0,0.210755,21.0755
2020-11-30,zn2103                        ,13,42,10,1.466,0.0,0.195534,19.5534
2020-11-30,zn2104                        ,0,7,0,0.0,0.0,0.195534,19.5534
2020-11-30,zn2102                        ,4715,2457,636,1128.322,0.0,0.203661,20.3661
2020-11-30,zn2101                        ,21353,11900,2014,3574.7435,0.0,0.219087,21.9087
2020-12-01,zn2101                        ,12993,11827,-73,1761.5195,15.0,0.216527,21.6527
2020-12-01,zn2102                        ,1969,2588,131,307.667,0.0,0.194327,19.4327
2020-12-01,zn2103                        ,11,49,7,1.4605,0.0,0.187378,18.7378
2020-12-01,zn2104                        ,5,9,2,0.516,0.0,0.198361,19.8361
2020-12-02,zn2103                        ,26,73,24,8.5605,0.0,0.191585,19.1585
2020-12-02,zn2104                        ,7,14,5,0.9405,0.0,0.196701,19.6701
2020-12-02,zn2101                        ,13789,12027,200,1428.5815,0.0,0.224987,22.4987
2020-12-02,zn2102                        ,2743,3053,465,458.304,0.0,0.207705,20.7705
2020-12-03,zn2101                        ,15995,14082,2055,1552.036,0.0,0.215343,21.5343
2020-12-03,zn2104                        ,1,14,0,0.0965,0.0,0.192211,19.2211
2020-12-03,zn2103                        ,5,76,3,0.5155,0.0,0.195408,19.5408
2020-12-03,zn2102                        ,2847,2536,-517,415.7135,0.0,0.199018,19.9018
2020-12-04,zn2101                        ,15102,13275,-807,1295.702,0.0,0.21718,21.718
2020-12-04,zn2102                        ,1882,2850,314,184.6425,0.0,0.200858,20.0858
2020-12-04,zn2103                        ,14,79,3,1.725,0.0,0.198544,19.8544
2020-12-04,zn2104                        ,10,19,5,0.9715,0.0,0.195016,19.5016
2020-12-07,zn2101                        ,20770,14269,994,1938.108,0.0,0.218495,21.8495
2020-12-07,zn2104                        ,1,20,1,0.101,0.0,0.196847,19.6847
2020-12-07,zn2103                        ,55,109,30,8.7465,0.0,0.198639,19.8639
2020-12-07,zn2102                        ,1989,2943,93,264.488,0.0,0.206791,20.6791
2020-12-08,zn2104                        ,1,20,0,0.0825,0.0,0.199839,19.9839
